LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,1849
State,Alabama,Non-Hispanic Two or More Race Groups,2019,Number,41872
State,Alabama,Non-Hispanic White alone,2019,Number,2577347
State,Alabama,Total Ages 18 and Over,2019,Number,3819238
State,Arkansas,Hispanic or Latino,2019,Number,148035
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,18168
State,Arkansas,Non-Hispanic Asian alone,2019,Number,37555
State,Arkansas,Non-Hispanic Black alone,2019,Number,342079
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,6801
State,Arkansas,Non-Hispanic Two or More Race Groups,2019,Number,32117
State,Arkansas,Non-Hispanic White alone,2019,Number,1734913
State,Arkansas,Total Ages 18 and Over,2019,Number,2319668
State,Connecticut,Hispanic or Latino,2019,Number,417300
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,5838
State,Connecticut,Non-Hispanic Asian alone,2019,Number,133382
State,Connecticut,Non-Hispanic Black alone,2019,Number,286117
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,961
State,Connecticut,Non-Hispanic Two or More Race Groups,2019,Number,35304
State,Connecticut,Non-Hispanic White alone,2019,Number,1959840
State,Connecticut,Total Ages 18 and Over,2019,Number,2838742
State,Colorado,Hispanic or Latino,2019,Number,857632
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,29761
State,Colorado,Non-Hispanic Asian alone,2019,Number,151461
State,Colorado,Non-Hispanic Black alone,2019,Number,178559
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,6054
State,Colorado,Non-Hispanic Two or More Race Groups,2019,Number,78854
State,Colorado,Non-Hispanic White alone,2019,Number,3199492
State,Colorado,Total Ages 18 and Over,2019,Number,4501813
State,California,Hispanic or Latino,2019,Number,10911216
State,California,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,129952
State,California,Non-Hispanic Asian alone,2019,Number,4811753
State,California,Non-Hispanic Black alone,2019,Number,1769652
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,114646
State,California,Non-Hispanic Two or More Race Groups,2019,Number,678556
State,California,Non-Hispanic White alone,2019,Number,12140731
State,California,Total Ages 18 and Over,2019,Number,30556506
State,Delaware,Hispanic or Latino,2019,Number,59931
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,2499
State,Delaware,Non-Hispanic Asian alone,2019,Number,31493
State,Delaware,Non-Hispanic Black alone,2019,Number,163181
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,260
State,Delaware,Non-Hispanic Two or More Race Groups,2019,Number,12011
State,Delaware,Non-Hispanic White alone,2019,Number,503030
State,Delaware,Total Ages 18 and Over,2019,Number,772405
State,Georgia,Hispanic or Latino,2019,Number,671603
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,19714
State,Georgia,Non-Hispanic Asian alone,2019,Number,354405
State,Georgia,Non-Hispanic Black alone,2019,Number,2522680
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,5065
State,Georgia,Non-Hispanic Two or More Race Groups,2019,Number,104999
State,Georgia,Non-Hispanic White alone,2019,Number,4444155
State,Georgia,Total Ages 18 and Over,2019,Number,8122621
State,Florida,Hispanic or Latino,2019,Number,4306499
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,45373
State,Florida,Non-Hispanic Asian alone,2019,Number,497808
State,Florida,Non-Hispanic Black alone,2019,Number,2493543
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,11038
State,Florida,Non-Hispanic Two or More Race Groups,2019,Number,205082
State,Florida,Non-Hispanic White alone,2019,Number,9698746
State,Florida,Total Ages 18 and Over,2019,Number,17258089
City,District of Columbia,Hispanic or Latino,2019,Number,58082
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,1254
City,District of Columbia,Non-Hispanic Asian alone,2019,Number,27416
City,District of Columbia,Non-Hispanic Black alone,2019,Number,246344
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,279
City,District of Columbia,Non-Hispanic Two or More Race Groups,2019,Number,11227
City,District of Columbia,Non-Hispanic White alone,2019,Number,235699
City,District of Columbia,Total Ages 18 and Over,2019,Number,580301
State,Hawaii,Hispanic or Latino,2019,Number,95608
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,2537
State,Hawaii,Non-Hispanic Asian alone,2019,Number,443029
State,Hawaii,Non-Hispanic Black alone,2019,Number,22424
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,101328
State,Hawaii,Non-Hispanic Two or More Race Groups,2019,Number,186301
State,Hawaii,Non-Hispanic White alone,2019,Number,264969
State,Hawaii,Total Ages 18 and Over,2019,Number,1116196
State,Indiana,Hispanic or Latino,2019,Number,308776
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,12821
State,Indiana,Non-Hispanic Asian alone,2019,Number,129039
State,Indiana,Non-Hispanic Black alone,2019,Number,469519
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,1890
State,Indiana,Non-Hispanic Two or More Race Groups,2019,Number,63583
State,Indiana,Non-Hispanic White alone,2019,Number,4176007
State,Indiana,Total Ages 18 and Over,2019,Number,5161635
State,Illinois,Hispanic or Latino,2019,Number,1513495
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,15613
State,Illinois,Non-Hispanic Asian alone,2019,Number,583732
State,Illinois,Non-Hispanic Black alone,2019,Number,1355136
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2850
State,Illinois,Non-Hispanic Two or More Race Groups,2019,Number,112554
State,Illinois,Non-Hispanic White alone,2019,Number,6266325
State,Illinois,Total Ages 18 and Over,2019,Number,9849705
State,Idaho,Hispanic or Latino,2019,Number,146408
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,14596
State,Idaho,Non-Hispanic Asian alone,2019,Number,20864
State,Idaho,Non-Hispanic Black alone,2019,Number,9408
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2370
State,Idaho,Non-Hispanic Two or More Race Groups,2019,Number,21311
State,Idaho,Non-Hispanic White alone,2019,Number,1125987
State,Idaho,Total Ages 18 and Over,2019,Number,1340944
State,Iowa,Hispanic or Latino,2019,Number,123248
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,6968
State,Iowa,Non-Hispanic Asian alone,2019,Number,64362
State,Iowa,Non-Hispanic Black alone,2019,Number,83762
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2786
State,Iowa,Non-Hispanic Two or More Race Groups,2019,Number,26014
State,Iowa,Non-Hispanic White alone,2019,Number,2124451
State,Iowa,Total Ages 18 and Over,2019,Number,2431591
State,Louisiana,Hispanic or Latino,2019,Number,168025
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,23342
State,Louisiana,Non-Hispanic Asian alone,2019,Number,65079
State,Louisiana,Non-Hispanic Black alone,2019,Number,1108438
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,1434
State,Louisiana,Non-Hispanic Two or More Race Groups,2019,Number,36182
State,Louisiana,Non-Hispanic White alone,2019,Number,2165879
State,Louisiana,Total Ages 18 and Over,2019,Number,3568379
State,Kentucky,Hispanic or Latino,2019,Number,108710
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,7858
State,Kentucky,Non-Hispanic Asian alone,2019,Number,52812
State,Kentucky,Non-Hispanic Black alone,2019,Number,275463
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2277
State,Kentucky,Non-Hispanic Two or More Race Groups,2019,Number,40985
State,Kentucky,Non-Hispanic White alone,2019,Number,2979972
State,Kentucky,Total Ages 18 and Over,2019,Number,3468077
State,Kansas,Hispanic or Latino,2019,Number,224493
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,18187
State,Kansas,Non-Hispanic Asian alone,2019,Number,70014
State,Kansas,Non-Hispanic Black alone,2019,Number,124010
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2046
State,Kansas,Non-Hispanic Two or More Race Groups,2019,Number,40145
State,Kansas,Non-Hispanic White alone,2019,Number,1732287
State,Kansas,Total Ages 18 and Over,2019,Number,2211182
State,Maine,Hispanic or Latino,2019,Number,16609
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,6771
State,Maine,Non-Hispanic Asian alone,2019,Number,13721
State,Maine,Non-Hispanic Black alone,2019,Number,14484
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,278
State,Maine,Non-Hispanic Two or More Race Groups,2019,Number,13234
State,Maine,Non-Hispanic White alone,2019,Number,1031063
State,Maine,Total Ages 18 and Over,2019,Number,1096160
State,Michigan,Hispanic or Latino,2019,Number,346954
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,44478
State,Michigan,Non-Hispanic Asian alone,2019,Number,258495
State,Michigan,Non-Hispanic Black alone,2019,Number,1031723
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2209
State,Michigan,Non-Hispanic Two or More Race Groups,2019,Number,123860
State,Michigan,Non-Hispanic White alone,2019,Number,6032769
State,Michigan,Total Ages 18 and Over,2019,Number,7840488
State,Massachusetts,Hispanic or Latino,2019,Number,593827
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,9893
State,Massachusetts,Non-Hispanic Asian alone,2019,Number,392958
State,Massachusetts,Non-Hispanic Black alone,2019,Number,385988
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2312
State,Massachusetts,Non-Hispanic Two or More Race Groups,2019,Number,73384
State,Massachusetts,Non-Hispanic White alone,2019,Number,4082906
State,Massachusetts,Total Ages 18 and Over,2019,Number,5541268
State,Maryland,Hispanic or Latino,2019,Number,422696
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,11880
State,Maryland,Non-Hispanic Asian alone,2019,Number,316830
State,Maryland,Non-Hispanic Black alone,2019,Number,1405833
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2390
State,Maryland,Non-Hispanic Two or More Race Groups,2019,Number,80176
State,Maryland,Non-Hispanic White alone,2019,Number,2476917
State,Maryland,Total Ages 18 and Over,2019,Number,4716722
State,Minnesota,Hispanic or Latino,2019,Number,196951
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,41059
State,Minnesota,Non-Hispanic Asian alone,2019,Number,208840
State,Minnesota,Non-Hispanic Black alone,2019,Number,251616
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2068
State,Minnesota,Non-Hispanic Two or More Race Groups,2019,Number,64091
State,Minnesota,Non-Hispanic White alone,2019,Number,3572216
State,Minnesota,Total Ages 18 and Over,2019,Number,4336841
State,Montana,Hispanic or Latino,2019,Number,28167
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,42784
State,Montana,Non-Hispanic Asian alone,2019,Number,8097
State,Montana,Non-Hispanic Black alone,2019,Number,4225
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,615
State,Montana,Non-Hispanic Two or More Race Groups,2019,Number,16270
State,Montana,Non-Hispanic White alone,2019,Number,741077
State,Montana,Total Ages 18 and Over,2019,Number,841235
State,Missouri,Hispanic or Latino,2019,Number,172553
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,21511
State,Missouri,Non-Hispanic Asian alone,2019,Number,102296
State,Missouri,Non-Hispanic Black alone,2019,Number,525858
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,5741
State,Missouri,Non-Hispanic Two or More Race Groups,2019,Number,70399
State,Missouri,Non-Hispanic White alone,2019,Number,3867414
State,Missouri,Total Ages 18 and Over,2019,Number,4765772
State,Mississippi,Hispanic or Latino,2019,Number,64491
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,10780
State,Mississippi,Non-Hispanic Asian alone,2019,Number,25116
State,Mississippi,Non-Hispanic Black alone,2019,Number,824652
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,846
State,Mississippi,Non-Hispanic Two or More Race Groups,2019,Number,17685
State,Mississippi,Non-Hispanic White alone,2019,Number,1334673
State,Mississippi,Total Ages 18 and Over,2019,Number,2278243
State,Nebraska,Hispanic or Latino,2019,Number,133707
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,10936
State,Nebraska,Non-Hispanic Asian alone,2019,Number,37803
State,Nebraska,Non-Hispanic Black alone,2019,Number,65998
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,882
State,Nebraska,Non-Hispanic Two or More Race Groups,2019,Number,18349
State,Nebraska,Non-Hispanic White alone,2019,Number,1188863
State,Nebraska,Total Ages 18 and Over,2019,Number,1456538
State,New Jersey,Hispanic or Latino,2019,Number,1318369
State,New Jersey,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,10067
State,New Jersey,Non-Hispanic Asian alone,2019,Number,685043
State,New Jersey,Non-Hispanic Black alone,2019,Number,890801
State,New Jersey,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2384
State,New Jersey,Non-Hispanic Two or More Race Groups,2019,Number,77366
State,New Jersey,Non-Hispanic White alone,2019,Number,3963653
State,New Jersey,Total Ages 18 and Over,2019,Number,6947683
State,New Hampshire,Hispanic or Latino,2019,Number,37726
State,New Hampshire,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,2438
State,New Hampshire,Non-Hispanic Asian alone,2019,Number,31681
State,New Hampshire,Non-Hispanic Black alone,2019,Number,15076
State,New Hampshire,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,322
State,New Hampshire,Non-Hispanic Two or More Race Groups,2019,Number,12482
State,New Hampshire,Non-Hispanic White alone,2019,Number,1005273
State,New Hampshire,Total Ages 18 and Over,2019,Number,1104998
State,Nevada,Hispanic or Latino,2019,Number,616534
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,20869
State,Nevada,Non-Hispanic Asian alone,2019,Number,217799
State,Nevada,Non-Hispanic Black alone,2019,Number,214499
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,15283
State,Nevada,Non-Hispanic Two or More Race Groups,2019,Number,62299
State,Nevada,Non-Hispanic White alone,2019,Number,1248758
State,Nevada,Total Ages 18 and Over,2019,Number,2396041
State,New Mexico,Hispanic or Latino,2019,Number,745030
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,136405
State,New Mexico,Non-Hispanic Asian alone,2019,Number,27355
State,New Mexico,Non-Hispanic Black alone,2019,Number,31342
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,1121
State,New Mexico,Non-Hispanic Two or More Race Groups,2019,Number,20122
State,New Mexico,Non-Hispanic White alone,2019,Number,661050
State,New Mexico,Total Ages 18 and Over,2019,Number,1622425
State,North Dakota,Hispanic or Latino,2019,Number,19401
State,North Dakota,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,25292
State,North Dakota,Non-Hispanic Asian alone,2019,Number,9880
State,North Dakota,Non-Hispanic Black alone,2019,Number,17049
State,North Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,358
State,North Dakota,Non-Hispanic Two or More Race Groups,2019,Number,8069
State,North Dakota,Non-Hispanic White alone,2019,Number,503091
State,North Dakota,Total Ages 18 and Over,2019,Number,583140
State,North Carolina,Hispanic or Latino,2019,Number,633685
State,North Carolina,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,89897
State,North Carolina,Non-Hispanic Asian alone,2019,Number,247965
State,North Carolina,Non-Hispanic Black alone,2019,Number,1724694
State,North Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,5167
State,North Carolina,Non-Hispanic Two or More Race Groups,2019,Number,108026
State,North Carolina,Non-Hispanic White alone,2019,Number,5387396
State,North Carolina,Total Ages 18 and Over,2019,Number,8196830
State,New York,Hispanic or Latino,2019,Number,2743987
State,New York,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,45096
State,New York,Non-Hispanic Asian alone,2019,Number,1387784
State,New York,Non-Hispanic Black alone,2019,Number,2209702
State,New York,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,7092
State,New York,Non-Hispanic Two or More Race Groups,2019,Number,203673
State,New York,Non-Hispanic White alone,2019,Number,8833903
State,New York,Total Ages 18 and Over,2019,Number,15431237
State,Ohio,Hispanic or Latino,2019,Number,304858
State,Ohio,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,18765
State,Ohio,Non-Hispanic Asian alone,2019,Number,224817
State,Ohio,Non-Hispanic Black alone,2019,Number,1092415
State,Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,3637
State,Ohio,Non-Hispanic Two or More Race Groups,2019,Number,128508
State,Ohio,Non-Hispanic White alone,2019,Number,7342104
State,Ohio,Total Ages 18 and Over,2019,Number,9115104
State,Pennsylvania,Hispanic or Latino,2019,Number,662927
State,Pennsylvania,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,14906
State,Pennsylvania,Non-Hispanic Asian alone,2019,Number,366140
State,Pennsylvania,Non-Hispanic Black alone,2019,Number,1049098
State,Pennsylvania,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,3003
State,Pennsylvania,Non-Hispanic Two or More Race Groups,2019,Number,113139
State,Pennsylvania,Non-Hispanic White alone,2019,Number,7953851
State,Pennsylvania,Total Ages 18 and Over,2019,Number,10163064
State,Oregon,Hispanic or Latino,2019,Number,372117
State,Oregon,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,36891
State,Oregon,Non-Hispanic Asian alone,2019,Number,162002
State,Oregon,Non-Hispanic Black alone,2019,Number,61848
State,Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,12987
State,Oregon,Non-Hispanic Two or More Race Groups,2019,Number,86813
State,Oregon,Non-Hispanic White alone,2019,Number,2618643
State,Oregon,Total Ages 18 and Over,2019,Number,3351301
State,Oklahoma,Hispanic or Latino,2019,Number,268814
State,Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,239836
State,Oklahoma,Non-Hispanic Asian alone,2019,Number,70961
State,Oklahoma,Non-Hispanic Black alone,2019,Number,218962
State,Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,4855
State,Oklahoma,Non-Hispanic Two or More Race Groups,2019,Number,131860
State,Oklahoma,Non-Hispanic White alone,2019,Number,2071465
State,Oklahoma,Total Ages 18 and Over,2019,Number,3006753
State,Rhode Island,Hispanic or Latino,2019,Number,118047
State,Rhode Island,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,3459
State,Rhode Island,Non-Hispanic Asian alone,2019,Number,29666
State,Rhode Island,Non-Hispanic Black alone,2019,Number,49293
State,Rhode Island,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,509
State,Rhode Island,Non-Hispanic Two or More Race Groups,2019,Number,12968
State,Rhode Island,Non-Hispanic White alone,2019,Number,640293
State,Rhode Island,Total Ages 18 and Over,2019,Number,854235
State,Tennessee,Hispanic or Latino,2019,Number,237795
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,16105
State,Tennessee,Non-Hispanic Asian alone,2019,Number,99730
State,Tennessee,Non-Hispanic Black alone,2019,Number,855664
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2831
State,Tennessee,Non-Hispanic Two or More Race Groups,2019,Number,63446
State,Tennessee,Non-Hispanic White alone,2019,Number,4043778
State,Tennessee,Total Ages 18 and Over,2019,Number,5319349
State,South Dakota,Hispanic or Latino,2019,Number,22117
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,45654
State,South Dakota,Non-Hispanic Asian alone,2019,Number,10674
State,South Dakota,Non-Hispanic Black alone,2019,Number,13253
State,South Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,365
State,South Dakota,Non-Hispanic Two or More Race Groups,2019,Number,9525
State,South Dakota,Non-Hispanic White alone,2019,Number,567722
State,South Dakota,Total Ages 18 and Over,2019,Number,669310
State,South Carolina,Hispanic or Latino,2019,Number,198502
State,South Carolina,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,15339
State,South Carolina,Non-Hispanic Asian alone,2019,Number,72023
State,South Carolina,Non-Hispanic Black alone,2019,Number,1036013
State,South Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,2229
State,South Carolina,Non-Hispanic Two or More Race Groups,2019,Number,45353
State,South Carolina,Non-Hispanic White alone,2019,Number,2674570
State,South Carolina,Total Ages 18 and Over,2019,Number,4044029
State,Texas,Hispanic or Latino,2019,Number,7848563
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,76727
State,Texas,Non-Hispanic Asian alone,2019,Number,1133885
State,Texas,Non-Hispanic Black alone,2019,Number,2625350
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,19181
State,Texas,Non-Hispanic Two or More Race Groups,2019,Number,239737
State,Texas,Non-Hispanic White alone,2019,Number,9636574
State,Texas,Total Ages 18 and Over,2019,Number,21580017
State,Virginia,Hispanic or Latino,2019,Number,568548
State,Virginia,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,18729
State,Virginia,Non-Hispanic Asian alone,2019,Number,459451
State,Virginia,Non-Hispanic Black alone,2019,Number,1264806
State,Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,5108
State,Virginia,Non-Hispanic Two or More Race Groups,2019,Number,124841
State,Virginia,Non-Hispanic White alone,2019,Number,4246470
State,Virginia,Total Ages 18 and Over,2019,Number,6687953
State,Vermont,Hispanic or Latino,2019,Number,9588
State,Vermont,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,1747
State,Vermont,Non-Hispanic Asian alone,2019,Number,9469
State,Vermont,Non-Hispanic Black alone,2019,Number,6011
State,Vermont,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,151
State,Vermont,Non-Hispanic Two or More Race Groups,2019,Number,7103
State,Vermont,Non-Hispanic White alone,2019,Number,475652
State,Vermont,Total Ages 18 and Over,2019,Number,509721
State,Utah,Hispanic or Latino,2019,Number,292542
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,21744
State,Utah,Non-Hispanic Asian alone,2019,Number,63639
State,Utah,Non-Hispanic Black alone,2019,Number,25701
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,21826
State,Utah,Non-Hispanic Two or More Race Groups,2019,Number,35236
State,Utah,Non-Hispanic White alone,2019,Number,1812755
State,Utah,Total Ages 18 and Over,2019,Number,2273443
State,Washington,Hispanic or Latino,2019,Number,635233
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,73088
State,Washington,Non-Hispanic Asian alone,2019,Number,575969
State,Washington,Non-Hispanic Black alone,2019,Number,231213
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,39839
State,Washington,Non-Hispanic Two or More Race Groups,2019,Number,182534
State,Washington,Non-Hispanic White alone,2019,Number,4215124
State,Washington,Total Ages 18 and Over,2019,Number,5953000
State,Wyoming,Hispanic or Latino,2019,Number,38733
State,Wyoming,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,8362
State,Wyoming,Non-Hispanic Asian alone,2019,Number,4904
State,Wyoming,Non-Hispanic Black alone,2019,Number,4856
State,Wyoming,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,318
State,Wyoming,Non-Hispanic Two or More Race Groups,2019,Number,5954
State,Wyoming,Non-Hispanic White alone,2019,Number,383412
State,Wyoming,Total Ages 18 and Over,2019,Number,446539
State,Wisconsin,Hispanic or Latino,2019,Number,258453
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,38053
State,Wisconsin,Non-Hispanic Asian alone,2019,Number,126877
State,Wisconsin,Non-Hispanic Black alone,2019,Number,260401
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,1700
State,Wisconsin,Non-Hispanic Two or More Race Groups,2019,Number,50072
State,Wisconsin,Non-Hispanic White alone,2019,Number,3821090
State,Wisconsin,Total Ages 18 and Over,2019,Number,4556646
State,West Virginia,Hispanic or Latino,2019,Number,21219
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2019,Number,3295
State,West Virginia,Non-Hispanic Asian alone,2019,Number,12298
State,West Virginia,Non-Hispanic Black alone,2019,Number,49944
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Number,320
State,West Virginia,Non-Hispanic Two or More Race Groups,2019,Number,16220
State,West Virginia,Non-Hispanic White alone,2019,Number,1331528
State,West Virginia,Total Ages 18 and Over,2019,Number,1434824
State,Washington,Hispanic or Latino,2019,Percent,11
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2019,Percent,1
State,Washington,Non-Hispanic Asian alone,2019,Percent,10
State,Washington,Non-Hispanic Black alone,2019,Percent,4
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Percent,1
State,Washington,Non-Hispanic Two or More Race Groups,2019,Percent,3
State,Washington,Non-Hispanic White alone,2019,Percent,71
State,Washington,Total Ages 18 and Over,2019,Percent,100
State,West Virginia,Hispanic or Latino,2019,Percent,1
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2019,Percent,0
State,West Virginia,Non-Hispanic Asian alone,2019,Percent,1
State,West Virginia,Non-Hispanic Black alone,2019,Percent,3
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Percent,0
State,West Virginia,Non-Hispanic Two or More Race Groups,2019,Percent,1
State,West Virginia,Non-Hispanic White alone,2019,Percent,93
State,West Virginia,Total Ages 18 and Over,2019,Percent,100
State,Wisconsin,Hispanic or Latino,2019,Percent,6
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2019,Percent,1
State,Wisconsin,Non-Hispanic Asian alone,2019,Percent,3
State,Wisconsin,Non-Hispanic Black alone,2019,Percent,6
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Percent,0
State,Wisconsin,Non-Hispanic Two or More Race Groups,2019,Percent,1
State,Wisconsin,Non-Hispanic White alone,2019,Percent,84
State,Wisconsin,Total Ages 18 and Over,2019,Percent,100
State,Wyoming,Hispanic or Latino,2019,Percent,9
State,Wyoming,Non-Hispanic American Indian and Alaskan Native alone,2019,Percent,2
State,Wyoming,Non-Hispanic Asian alone,2019,Percent,1
State,Wyoming,Non-Hispanic Black alone,2019,Percent,1
State,Wyoming,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2019,Percent,0
State,Wyoming,Non-Hispanic Two or More Race Groups,2019,Percent,1
State,Wyoming,Non-Hispanic White alone,2019,Percent,86
State,Wyoming,Total Ages 18 and Over,2019,Percent,100
State,Utah,Hispanic or Latino,2019,Percent,13
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2019,Percent,1
